,Title,Category,Price,City,Availability
1894,Щупальца Кальмара свежемороженные,Морепродукты,2 500 Т,Павлодар,В наличии
1895,"Креветка Северная, 90/120,  Гренландия",Морепродукты,3 990 Т,Павлодар,В наличии
1896,Мясо Мидий очищенное,Морепродукты,3 000 Т,Павлодар,В наличии
1897,"Лангустины в панцире без головы, размер 30 - 50, уп. 2 кг",Морепродукты,6 500 Т,Павлодар,В наличии
1898,"Гребешок 10/20, глазурь 25%",Морепродукты,6 800 Т,Павлодар,В наличии
1899,Устрицы Gillardeau №2,Морепродукты,1 790 Т,Павлодар,Временно нет в наличии
1900,"Кольца Кальмара, уп. 1 кг",Морепродукты,4 800 Т,Павлодар,В наличии
1901,Устрицы Ostra Regal  #2,Морепродукты,2 100 Т,Павлодар,Временно нет в наличии
1902,Устрицы Fin De Claire №2 Marine,Морепродукты,1 400 Т,Павлодар,Временно нет в наличии
1903,Конечности Камчатского Краба 4L,Морепродукты,24 000 Т,Павлодар,В наличии
1904,Креветка Тигровая 8/12  с головой,Морепродукты,14 500 Т,Павлодар,В наличии
1905,Устрицы Tarbouriech,Морепродукты,2 400 Т,Павлодар,В наличии
1906,Кальмар Патагонский,Морепродукты,5 500 Т,Павлодар,В наличии
1907,Гребешок Морской на раковине с икрой 12/16,Морепродукты,7 600 Т,Павлодар,В наличии
1908,Улитка Бургундская в металлическом поддоне,Морепродукты,2 990 Т,Павлодар,В наличии
1909,"Хвост Омара, замороженный",Морепродукты,40 000 Т,Павлодар,В наличии
1910,"Осьминог Индонезия 0,5 - 1 кг",Морепродукты,9 500 Т,Павлодар,В наличии
1911,"Мясо краба, 1я фаланга, блок весом 1 -1,5 кг",Морепродукты,35 000 Т,Павлодар,В наличии
1912,Лобстер (Омар) размер 1000+ гр.,Морепродукты,45 000 Т,Павлодар,В наличии
1913,Клешни Лобстера (Омара) замороженные,Морепродукты,13 500 Т,Павлодар,В наличии
1914,Устрицы Fine de Claire Selection Marine #3,Морепродукты,1 100 Т,Павлодар,Временно нет в наличии
1915,Устрицы La Belle №2,Морепродукты,1 490 Т,Павлодар,Временно нет в наличии
1916,"Каракатица, размер 40-60",Морепродукты,4 800 Т,Павлодар,В наличии
1917,Кальмар Командорский очищенный,Морепродукты,3 600 Т,Павлодар,В наличии
1918,Кальмар Тушка Неочищенный,Морепродукты,2 500 Т,Павлодар,Временно нет в наличии
1919,Кальмар Командорский 600 гр,Морепродукты,1 990 Т,Павлодар,В наличии
1920,Гребешок на Створке,Морепродукты,4 500 Т,Павлодар,Временно нет в наличии
1921,"Креветка Королевская Блочная, в панцире 21/25",Морепродукты,15 000 Т,Павлодар,В наличии
1922,Улитки по Бургундски (Escargot),Морепродукты,10 500 Т,Павлодар,В наличии
1923,Мясо Краба Салатное (кусочками),Морепродукты,17 500 Т,Павлодар,В наличии
1924,Креветка Risma Премиум глазурь 7%,Морепродукты,6 000 Т,Павлодар,В наличии
1925,Устрицы №2 Царская,Морепродукты,1 600 Т,Павлодар,В наличии
1926,Краб Приморский в собственном соку,Морепродукты,17 500 Т,Павлодар,Временно нет в наличии
1927,"Керамическая Сковорода ""Улиточница Эскарготьерка""",Морепродукты,4 500 Т,Павлодар,В наличии
1928,Трубка Кальмара Risma,Морепродукты,4 800 Т,Павлодар,В наличии
1929,Краб Натуральный в собственном соку,Морепродукты,48 000 Т,Павлодар,Временно нет в наличии
1930,"Семга Атлантическая (Лосось) Охлажденная, 3-4 кг",Рыба,5 990 Т,Павлодар,В наличии
1931,Лосось Малосольный филе на шкуре,Рыба,9 500 Т,Павлодар,В наличии
1932,Дорадо Охлажденная вес 300 - 400 гр/шт Греция,Рыба,4 990 Т,Павлодар,В наличии
1933,Стейк из Семги нарезка Подкова,Рыба,6 990 Т,Павлодар,В наличии
